"date","geography","geography code","Rural Urban","Sex: All persons; Economic Activity: All usual residents aged 16 to 74; measures: Value","Sex: All persons; Economic Activity: Economically active; measures: Value","Sex: All persons; Economic Activity: Economically active: In employment; measures: Value","Sex: All persons; Economic Activity: Economically active: Employee: Part-time; measures: Value","Sex: All persons; Economic Activity: Economically active: Employee: Full-time; measures: Value","Sex: All persons; Economic Activity: Economically active: Self-employed; measures: Value","Sex: All persons; Economic Activity: Economically active: Unemployed; measures: Value","Sex: All persons; Economic Activity: Economically active: Full-time student; measures: Value","Sex: All persons; Economic Activity: Economically Inactive; measures: Value","Sex: All persons; Economic Activity: Economically inactive: Retired; measures: Value","Sex: All persons; Economic Activity: Economically inactive: Student (including full-time students); measures: Value","Sex: All persons; Economic Activity: Economically inactive: Looking after home or family; measures: Value","Sex: All persons; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value","Sex: All persons; Economic Activity: Economically inactive: Other; measures: Value","Sex: All persons; Economic Activity: Unemployed: Age 16 to 24; measures: Value","Sex: All persons; Economic Activity: Unemployed: Age 50 to 74; measures: Value","Sex: All persons; Economic Activity: Unemployed: Never worked; measures: Value","Sex: All persons; Economic Activity: Long-term unemployed; measures: Value","Sex: Males; Economic Activity: All usual residents aged 16 to 74; measures: Value","Sex: Males; Economic Activity: Economically active; measures: Value","Sex: Males; Economic Activity: Economically active: In employment; measures: Value","Sex: Males; Economic Activity: Economically active: Employee: Part-time; measures: Value","Sex: Males; Economic Activity: Economically active: Employee: Full-time; measures: Value","Sex: Males; Economic Activity: Economically active: Self-employed; measures: Value","Sex: Males; Economic Activity: Economically active: Unemployed; measures: Value","Sex: Males; Economic Activity: Economically active: Full-time student; measures: Value","Sex: Males; Economic Activity: Economically Inactive; measures: Value","Sex: Males; Economic Activity: Economically inactive: Retired; measures: Value","Sex: Males; Economic Activity: Economically inactive: Student (including full-time students); measures: Value","Sex: Males; Economic Activity: Economically inactive: Looking after home or family; measures: Value","Sex: Males; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value","Sex: Males; Economic Activity: Economically inactive: Other; measures: Value","Sex: Males; Economic Activity: Unemployed: Age 16 to 24; measures: Value","Sex: Males; Economic Activity: Unemployed: Age 50 to 74; measures: Value","Sex: Males; Economic Activity: Unemployed: Never worked; measures: Value","Sex: Males; Economic Activity: Long-term unemployed; measures: Value","Sex: Females; Economic Activity: All usual residents aged 16 to 74; measures: Value","Sex: Females; Economic Activity: Economically active; measures: Value","Sex: Females; Economic Activity: Economically active: In employment; measures: Value","Sex: Females; Economic Activity: Economically active: Employee: Part-time; measures: Value","Sex: Females; Economic Activity: Economically active: Employee: Full-time; measures: Value","Sex: Females; Economic Activity: Economically active: Self-employed; measures: Value","Sex: Females; Economic Activity: Economically active: Unemployed; measures: Value","Sex: Females; Economic Activity: Economically active: Full-time student; measures: Value","Sex: Females; Economic Activity: Economically Inactive; measures: Value","Sex: Females; Economic Activity: Economically inactive: Retired; measures: Value","Sex: Females; Economic Activity: Economically inactive: Student (including full-time students); measures: Value","Sex: Females; Economic Activity: Economically inactive: Looking after home or family; measures: Value","Sex: Females; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value","Sex: Females; Economic Activity: Economically inactive: Other; measures: Value","Sex: Females; Economic Activity: Unemployed: Age 16 to 24; measures: Value","Sex: Females; Economic Activity: Unemployed: Age 50 to 74; measures: Value","Sex: Females; Economic Activity: Unemployed: Never worked; measures: Value","Sex: Females; Economic Activity: Long-term unemployed; measures: Value"
"2011","HX - Halifax","HX - Halifax","Total",116665,82330,73230,17231,44963,11036,5961,3139,34335,17064,4970,4861,4999,2441,1728,1131,944,2452,57841,43918,38785,3838,27010,7937,3762,1371,13923,7255,2444,510,2706,1008,1122,773,547,1501,58824,38412,34445,13393,17953,3099,2199,1768,20412,9809,2526,4351,2293,1433,606,358,397,951
"2011","IG - Ilford","IG - Ilford","Total",238432,163033,139522,29255,82175,28092,13310,10201,75399,22995,19367,16497,8248,8292,3172,2094,3060,5219,118542,90051,77102,8584,47501,21017,7179,5770,28491,9744,10369,1146,4024,3208,1884,1332,1414,2726,119890,72982,62420,20671,34674,7075,6131,4431,46908,13251,8998,15351,4224,5084,1288,762,1646,2493
"2011","IP - Ipswich","IP - Ipswich","Total",430051,307807,282216,66563,171133,44520,14616,10975,122244,69170,14117,18123,12725,8109,4452,2927,1851,5605,215011,166873,153362,12586,110112,30664,8701,4810,48138,29353,7094,1373,6323,3995,2796,1866,1115,3143,215040,140934,128854,53977,61021,13856,5915,6165,74106,39817,7023,16750,6402,4114,1656,1061,736,2462
"2011","KT - Kingston upon Thames","KT - Kingston upon Thames","Total",384507,282439,257865,48039,160293,49533,11142,13432,102068,46734,21641,19095,7794,6804,2606,2650,1259,4206,188294,150217,137668,9516,94686,33466,6434,6115,38077,19624,10680,1025,3943,2805,1661,1711,721,2280,196213,132222,120197,38523,65607,16067,4708,7317,63991,27110,10961,18070,3851,3999,945,939,538,1926
"2011","L - Liverpool","L - Liverpool","Total",642574,416072,346801,85927,219482,41392,39310,29961,226502,86747,51138,24233,47624,16760,10991,6546,7412,16144,315754,215464,177588,19603,126515,31470,24943,12933,100290,37425,26064,3387,25170,8244,6988,4476,4541,10035,326820,200608,169213,66324,92967,9922,14367,17028,126212,49322,25074,20846,22454,8516,4003,2070,2871,6109
"2011","LA - Lancaster","LA - Lancaster","Total",243479,163233,146873,37324,84662,24887,7643,8717,80246,43016,15538,6934,10556,4202,2285,1587,987,2894,120214,85198,76834,7452,52538,16844,4690,3674,35016,18883,7568,750,5592,2223,1459,1060,609,1665,123265,78035,70039,29872,32124,8043,2953,5043,45230,24133,7970,6184,4964,1979,826,527,378,1229
"2011","LE - Leicester","LE - Leicester","Total",725456,500334,442349,104219,276338,61792,29466,28519,225122,96249,57968,30444,24776,15685,8049,5660,4943,11513,361370,268277,237563,23532,169826,44205,17201,13513,93093,40636,29845,2800,12504,7308,4844,3716,2715,6421,364086,232057,204786,80687,106512,17587,12265,15006,132029,55613,28123,27644,12272,8377,3205,1944,2228,5092
"2011","LN - Lincoln","LN - Lincoln","Total",217424,146058,129817,31376,78514,19927,7944,8297,71366,39158,11117,8577,8989,3525,2546,1627,1149,3048,106778,77165,69070,6507,48902,13661,4728,3367,29613,16931,5360,894,4743,1685,1560,1057,667,1719,110646,68893,60747,24869,29612,6266,3216,4930,41753,22227,5757,7683,4246,1840,986,570,482,1329
"2011","LS - Leeds","LS - Leeds","Total",576050,400826,343853,75911,222416,45526,26814,30159,175224,72790,46604,20987,22276,12567,7585,4505,4774,10815,284037,210631,180426,16971,130944,32511,16778,13427,73406,30650,22812,2203,11670,6071,4806,3129,2805,6687,292013,190195,163427,58940,91472,13015,10036,16732,101818,42140,23792,18784,10606,6496,2779,1376,1969,4128
"2011","LU - Luton","LU - Luton","Total",242224,172321,149525,31693,95181,22651,12065,10731,69903,27650,14333,13707,8040,6173,3129,2137,2086,4615,121290,94409,81870,7607,56792,17471,6965,5574,26881,11988,7575,947,3983,2388,1903,1402,1067,2540,120934,77912,67655,24086,38389,5180,5100,5157,43022,15662,6758,12760,4057,3785,1226,735,1019,2075
"2011","M - Manchester","M - Manchester","Total",870041,583522,493710,106557,326626,60527,45332,44480,286519,94177,77604,37398,53751,23589,13043,6758,8516,17723,436252,310715,261422,28949,187925,44548,28124,21169,125537,40609,40214,4500,29246,10968,8227,4785,4838,10697,433789,272807,232288,77608,138701,15979,17208,23311,160982,53568,37390,32898,24505,12621,4816,1973,3678,7026
"2011","ME - Medway","ME - Medway","Total",443941,316584,284818,62932,178876,43010,19096,12670,127357,61248,18972,21958,15760,9419,6078,3580,2933,7425,220858,170302,153197,11515,110187,31495,11287,5818,50556,26225,9506,1723,8315,4787,3805,2420,1766,3996,223083,146282,131621,51417,68689,11515,7809,6852,76801,35023,9466,20235,7445,4632,2273,1160,1167,3429
"2011","MK - Milton Keynes","MK - Milton Keynes","Total",370005,274574,246904,49909,160773,36222,15636,12034,95431,43638,17812,15983,10881,7117,3880,3321,1908,6020,183686,146276,131535,9862,96011,25662,9123,5618,37410,18244,9485,1162,5313,3206,2453,2118,1075,3284,186319,128298,115369,40047,64762,10560,6513,6416,58021,25394,8327,14821,5568,3911,1427,1203,833,2736
"2011","N - London N","N - London N","Total",641252,456919,397426,70735,242582,84109,36053,23440,184333,47390,53301,31954,28132,23556,7447,5824,7753,13979,313960,240105,209544,24358,130540,54646,20116,10445,73855,19832,25981,3223,14469,10350,4457,3399,3952,7697,327292,216814,187882,46377,112042,29463,15937,12995,110478,27558,27320,28731,13663,13206,2990,2425,3801,6282
"2011","NE - Newcastle upon Tyne","NE - Newcastle upon Tyne","Total",865397,579931,504682,120298,325161,59223,43860,31389,285466,134073,54703,33146,46336,17208,12567,8165,7460,17304,427390,304264,262763,26717,193876,42170,27228,14273,123126,57057,28907,3947,25293,7922,7849,5654,4363,10208,438007,275667,241919,93581,131285,17053,16632,17116,162340,77016,25796,29199,21043,9286,4718,2511,3097,7096
"2011","NG - Nottingham","NG - Nottingham","Total",862218,582397,511603,121006,323079,67518,39824,30970,279821,124653,62689,34951,39880,17648,12205,6865,6495,15539,430281,309985,271714,26011,197243,48460,24319,13952,120296,54182,32613,3739,21354,8408,7643,4638,3897,8940,431937,272412,239889,94995,125836,19058,15505,17018,159525,70471,30076,31212,18526,9240,4562,2227,2598,6599
"2011","NN - Northampton","NN - Northampton","Total",477734,352896,318636,66151,208804,43681,19458,14802,124838,63620,18325,18476,16400,8017,5432,3911,2267,7377,236811,187471,169544,11855,126640,31049,11392,6535,49340,26510,9306,1625,8301,3598,3353,2523,1326,3965,240923,165425,149092,54296,82164,12632,8066,8267,75498,37110,9019,16851,8099,4419,2079,1388,941,3412
"2011","NR - Norwich","NR - Norwich","Total",524843,355866,319444,81318,184775,53351,20884,15538,168977,93681,22758,21870,20925,9743,6316,4342,2504,7928,259511,190058,170421,16575,116353,37493,12767,6870,69453,40149,11378,2205,10820,4901,4002,2822,1539,4508,265332,165808,149023,64743,68422,15858,8117,8668,99524,53532,11380,19665,10105,4842,2314,1520,965,3420
"2011","NW - London NW","NW - London NW","Total",414662,289674,252407,40980,152959,58468,21431,15836,124988,30583,39559,23017,16999,14830,4256,3611,4787,8155,203115,154238,134871,14157,82736,37978,11788,7579,48877,12653,19328,1781,8977,6138,2543,2155,2399,4382,211547,135436,117536,26823,70223,20490,9643,8257,76111,17930,20231,21236,8022,8692,1713,1456,2388,3773
"2011","OL - Oldham","OL - Oldham","Total",332225,220319,192546,45005,120749,26792,18601,9172,111906,45944,17088,18038,21111,9725,5832,2873,3322,7209,164324,119211,103451,12271,70657,20523,11579,4181,45113,19537,8582,1862,11187,3945,3572,2069,1804,4350,167901,101108,89095,32734,50092,6269,7022,4991,66793,26407,8506,16176,9924,5780,2260,804,1518,2859
"2011","OX - Oxford","OX - Oxford","Total",453551,329865,301405,60825,194500,46080,12366,16094,123686,52562,37038,16442,10068,7576,3421,2539,1466,4534,226173,174687,159893,11829,117599,30465,7193,7601,51486,22016,19496,1191,5070,3713,2162,1608,905,2433,227378,155178,141512,48996,76901,15615,5173,8493,72200,30546,17542,15251,4998,3863,1259,931,561,2101
"2011","PE - Peterborough","PE - Peterborough","Total",647491,454616,413766,92407,260426,60933,25688,15162,192875,106127,21487,27972,24560,12729,7562,5354,3431,10039,320559,244063,222248,18586,160860,42802,15000,6815,76496,44978,10754,2592,12240,5932,4693,3401,1998,5354,326932,210553,191518,73821,99566,18131,10688,8347,116379,61149,10733,25380,12320,6797,2869,1953,1433,4685
"2011","PL - Plymouth","PL - Plymouth","Total",400348,268410,239904,60313,137840,41751,14542,13964,131938,67804,23249,15363,18544,6978,4634,2881,1824,5322,197731,141738,126751,12228,85937,28586,8652,6335,55993,29222,12238,1608,9685,3240,2871,1827,1108,2909,202617,126672,113153,48085,51903,13165,5890,7629,75945,38582,11011,13755,8859,3738,1763,1054,716,2413
"2011","PO - Portsmouth","PO - Portsmouth","Total",598098,412641,367687,87374,222752,57561,22688,22266,185457,96802,32566,23546,21433,11110,6462,4794,2573,8967,296368,218230,194250,17479,135573,41198,13467,10513,78138,41389,17594,2232,11212,5711,4075,3104,1603,4959,301730,194411,173437,69895,87179,16363,9221,11753,107319,55413,14972,21314,10221,5399,2387,1690,970,4008
"2011","PR - Preston","PR - Preston","Total",383248,267431,239418,55745,149880,33793,13419,14594,115817,60480,18265,12534,16489,8049,3993,2511,1734,5188,191272,141066,126426,12370,89525,24531,8406,6234,50206,26203,9453,1342,8582,4626,2550,1707,1089,3125,191976,126365,112992,43375,60355,9262,5013,8360,65611,34277,8812,11192,7907,3423,1443,804,645,2063
"2011","RG - Reading","RG - Reading","Total",570967,432199,395290,75141,261755,58394,18885,18024,138768,67571,24887,24646,12465,9199,4675,4215,2102,7129,284752,231355,212383,13891,158451,40041,10676,8296,53397,28723,12754,1545,6207,4168,2916,2665,1200,3661,286215,200844,182907,61250,103304,18353,8209,9728,85371,38848,12133,23101,6258,5031,1759,1550,902,3468
"2011","RH - Redhill","RH - Redhill","Total",383824,288256,266436,54998,165846,45592,11615,10205,95568,49841,13770,16903,9088,5966,3015,2727,1189,4356,189500,153291,141883,10201,100521,31161,6627,4781,36209,21045,7015,997,4554,2598,1870,1673,725,2272,194324,134965,124553,44797,65325,14431,4988,5424,59359,28796,6755,15906,4534,3368,1145,1054,464,2084
"2011","RM - Romford","RM - Romford","Total",367187,261471,230085,49311,145376,35398,20317,11069,105716,43574,18495,20604,14052,8991,5659,3353,3526,8479,178770,139027,122669,9683,85469,27517,11352,5006,39743,18114,9220,1686,7027,3696,3489,2155,1939,4267,188417,122444,107416,39628,59907,7881,8965,6063,65973,25460,9275,18918,7025,5295,2170,1198,1587,4212
"2011","S - Sheffield","S - Sheffield","Total",1003790,668472,583788,147361,360082,76345,48136,36548,335318,153215,66260,41876,53928,20039,15239,7995,9141,19110,498801,355195,308652,30551,221381,56720,30006,16537,143606,67048,33768,4960,29217,8613,9554,5604,5374,11437,504989,313277,275136,116810,138701,19625,18130,20011,191712,86167,32492,36916,24711,11426,5685,2391,3767,7673
"2011","SE - London SE","SE - London SE","Total",746466,544240,462298,81086,304072,77140,46141,35801,202226,52661,60387,32241,32243,24694,9927,7431,9218,18475,368457,284832,242253,24570,166163,51520,25728,16851,83625,22408,29051,3513,17130,11523,5766,4642,4808,9927,378009,259408,220045,56516,137909,25620,20413,18950,118601,30253,31336,28728,15113,13171,4161,2789,4410,8548
"2011","SG - Stevenage","SG - Stevenage","Total",292658,220701,202448,41178,128769,32501,10200,8053,71957,37207,10987,12469,7183,4111,2663,2317,1148,3981,145270,117987,108393,7115,78300,22978,5928,3666,27283,15527,5656,845,3530,1725,1721,1533,658,2111,147388,102714,94055,34063,50469,9523,4272,4387,44674,21680,5331,11624,3653,2386,942,784,490,1870
"2011","SK - Stockport","SK - Stockport","Total",440758,313314,284904,63524,176203,45177,16932,11478,127444,68432,18281,15270,18259,7202,4766,3502,2140,6738,217761,164642,148984,12723,104003,32258,10553,5105,53119,29457,9293,1532,9726,3111,3047,2438,1325,4091,222997,148672,135920,50801,72200,12919,6379,6373,74325,38975,8988,13738,8533,4091,1719,1064,815,2647
"2011","SL - Slough","SL - Slough","Total",267856,197424,179231,32557,115887,30787,10317,7876,70432,30329,13090,14534,6339,6140,2484,2068,1537,3913,132799,106842,97152,7334,68514,21304,5855,3835,25957,12731,6713,850,3217,2446,1569,1365,768,2078,135057,90582,82079,25223,47373,9483,4462,4041,44475,17598,6377,13684,3122,3694,915,703,769,1835
"2011","SM - Sutton","SM - Sutton","Total",157900,116899,105998,21192,66415,18391,6087,4814,41001,18092,7552,7165,4476,3716,1558,1164,897,2388,77481,61509,55803,4411,37675,13717,3444,2262,15972,7565,3825,492,2380,1710,1009,746,512,1191,80419,55390,50195,16781,28740,4674,2643,2552,25029,10527,3727,6673,2096,2006,549,418,385,1197
"2011","SN - Swindon","SN - Swindon","Total",334613,249926,229036,48879,146645,33512,11766,9124,84687,44402,11282,13712,9886,5405,3164,2542,1319,4405,167172,134514,123537,9250,91636,22651,6757,4220,32658,18738,5574,1071,4886,2389,1966,1628,794,2331,167441,115412,105499,39629,55009,10861,5009,4904,52029,25664,5708,12641,5000,3016,1198,914,525,2074
"2011","SO - Southampton","SO - Southampton","Total",490632,347867,310047,70039,192816,47192,15696,22124,142765,67484,33624,19034,14754,7869,4397,3268,1944,5918,244164,184843,165108,13468,118633,33007,9311,10424,59321,28886,17802,1480,7578,3575,2762,2148,1148,3205,246468,163024,144939,56571,74183,14185,6385,11700,83444,38598,15822,17554,7176,4294,1635,1120,796,2713
"2011","SP - Salisbury","SP - Salisbury","Total",167443,125276,116562,24242,73251,19069,4559,4155,42167,23618,4843,6710,4341,2655,1331,1007,445,1630,83954,68023,63775,4470,46718,12587,2466,1782,15931,9783,2299,429,2178,1242,817,622,258,794,83489,57253,52787,19772,26533,6482,2093,2373,26236,13835,2544,6281,2163,1413,514,385,187,836
"2011","SR - Sunderland","SR - Sunderland","Total",185892,119907,102452,25653,66771,10028,11186,6269,65985,29165,10444,8044,14119,4213,3677,1846,2316,4310,91222,62819,53137,5612,40103,7422,6834,2848,28403,12122,5465,1175,7791,1850,2267,1249,1361,2534,94670,57088,49315,20041,26668,2606,4352,3421,37582,17043,4979,6869,6328,2363,1410,597,955,1776
"2011","SS - Southend-on-Sea","SS - Southend-on-Sea","Total",376018,264965,238880,54802,145480,38598,16454,9631,111053,58403,12699,18923,14031,6997,4638,3293,2058,6796,185095,142525,128396,9993,88838,29565,9802,4327,42570,24501,6370,1573,7183,2943,2972,2136,1261,3724,190923,122440,110484,44809,56642,9033,6652,5304,68483,33902,6329,17350,6848,4054,1666,1157,797,3072
"2011","ST - Stoke-on-Trent","ST - Stoke-on-Trent","Total",476408,321461,285978,66968,180807,38203,19050,16433,154947,76924,25783,17519,24356,10365,5735,3448,2690,7478,240113,173343,153733,14530,110980,28223,11857,7753,66770,32970,13736,1965,12926,5173,3689,2353,1599,4458,236295,148118,132245,52438,69827,9980,7193,8680,88177,43954,12047,15554,11430,5192,2046,1095,1091,3020
"2011","SW - London SW","SW - London SW","Total",689114,524574,473819,55843,330736,87240,29312,21443,164540,45750,46517,30996,20761,20516,5453,5129,4852,11620,339987,275799,250081,17118,178268,54695,15996,9722,64188,18909,22782,2203,11123,9171,3148,3073,2508,6181,349127,248775,223738,38725,152468,32545,13316,11721,100352,26841,23735,28793,9638,11345,2305,2056,2344,5439
"2011","SY - Shrewsbury","SY - Shrewsbury","Total",250859,174854,159057,37880,86792,34385,7717,8080,76005,40874,14975,8008,8561,3587,2355,1684,923,2987,125804,93582,85325,7523,53552,24250,4641,3616,32222,17290,7880,789,4544,1719,1509,1070,577,1682,125055,81272,73732,30357,33240,10135,3076,4464,43783,23584,7095,7219,4017,1868,846,614,346,1305
"2011","TA - Taunton","TA - Taunton","Total",231396,161799,148773,36651,84383,27739,7111,5915,69597,41426,7723,8426,8532,3490,2173,1661,833,2577,113592,85357,78616,7047,52634,18935,4130,2611,28235,17517,3914,798,4426,1580,1365,1027,497,1331,117804,76442,70157,29604,31749,8804,2981,3304,41362,23909,3809,7628,4106,1910,808,634,336,1246
"2011","TD - Galashiels","TD - Galashiels","Total",13394,9169,8406,2257,4580,1569,517,246,4225,2656,374,504,483,208,150,133,47,200,6472,4788,4402,422,2930,1050,279,107,1684,1130,179,44,254,77,88,73,21,92,6922,4381,4004,1835,1650,519,238,139,2541,1526,195,460,229,131,62,60,26,108
"2011","TF - Telford","TF - Telford","Total",155998,108510,97370,21291,63367,12712,6943,4197,47488,22527,7441,7151,7172,3197,2162,1103,952,2793,78375,58796,52743,4226,39554,8963,4145,1908,19579,9628,3919,796,3682,1554,1323,681,571,1570,77623,49714,44627,17065,23813,3749,2798,2289,27909,12899,3522,6355,3490,1643,839,422,381,1223
"2011","TN - Tonbridge","TN - Tonbridge","Total",486108,341305,312449,69126,178052,65271,16303,12553,144803,76921,19121,23685,16431,8645,4558,3828,1974,6361,238818,182547,167033,13358,108595,45080,9864,5650,56271,32415,9695,1857,8561,3743,2887,2456,1253,3647,247290,158758,145416,55768,69457,20191,6439,6903,88532,44506,9426,21828,7870,4902,1671,1372,721,2714
"2011","TQ - Torquay","TQ - Torquay","Total",202558,136359,124021,31555,64586,27880,7176,5162,66199,39545,6368,7302,9140,3844,2071,1745,737,2695,98796,71125,64475,6808,38855,18812,4264,2386,27671,16780,3237,802,4837,2015,1320,1078,468,1479,103762,65234,59546,24747,25731,9068,2912,2776,38528,22765,3131,6500,4303,1829,751,667,269,1216
"2011","TR - Truro","TR - Truro","Total",215482,143772,130008,33391,67801,28816,7051,6713,71710,39403,10688,8556,9376,3687,2104,1584,671,2493,104960,75316,68266,7533,41234,19499,4247,2803,29644,16676,5295,989,4969,1715,1379,997,418,1408,110522,68456,61742,25858,26567,9317,2804,3910,42066,22727,5393,7567,4407,1972,725,587,253,1085
"2011","TS - Cleveland","TS - Cleveland","Total",440597,288527,246294,67074,152137,27083,28664,13569,152070,71307,23210,20365,26144,11044,8772,4994,5580,11661,216495,152129,127873,13579,94565,19729,18249,6007,64366,31203,12290,2291,13505,5077,5581,3648,3257,7137,224102,136398,118421,53495,57572,7354,10415,7562,87704,40104,10920,18074,12639,5967,3191,1346,2323,4524
"2011","TW - Twickenham","TW - Twickenham","Total",364004,267318,239079,41451,157187,40441,13866,14373,96686,36139,23397,18498,9810,8842,3305,2737,2342,5154,181299,144195,129272,10325,91409,27538,7739,7184,37104,15504,11601,1312,4959,3728,2077,1760,1228,2651,182705,123123,109807,31126,65778,12903,6127,7189,59582,20635,11796,17186,4851,5114,1228,977,1114,2503
"2011","UB - Southall","UB - Southall","Total",272192,188118,159498,31294,102899,25305,14348,14272,84074,24337,23975,16306,9997,9459,3404,2330,3387,5559,137460,104108,88554,9578,59728,19248,7883,7671,33352,10434,12667,1346,4899,4006,2066,1452,1686,2897,134732,84010,70944,21716,43171,6057,6465,6601,50722,13903,11308,14960,5098,5453,1338,878,1701,2662
"2011","W - London W","W - London W","Total",418675,302198,269263,34291,178056,56916,19794,13141,116477,30146,34496,20969,16752,14114,3545,3490,3741,7875,208607,161868,144575,11536,97668,35371,10903,6390,46739,12811,17227,1689,9019,5993,2072,2090,1907,4335,210068,140330,124688,22755,80388,21545,8891,6751,69738,17335,17269,19280,7733,8121,1473,1400,1834,3540
"2011","WA - Warrington","WA - Warrington","Total",452029,316250,283862,64097,184076,35689,20059,12329,135779,69345,17729,16943,23301,8461,6050,3639,2881,7890,224016,166499,148721,12517,110749,25455,12373,5405,57517,30206,8953,1919,12249,4190,3831,2485,1702,4654,228013,149751,135141,51580,73327,10234,7686,6924,78262,39139,8776,15024,11052,4271,2219,1154,1179,3236
"2011","WC - London WC","WC - London WC","Total",30484,17802,14534,2006,9375,3153,1354,1914,12682,1868,7773,897,1320,824,222,282,266,575,15731,10065,8375,837,5475,2063,793,897,5666,870,3503,116,780,397,133,185,136,331,14753,7737,6159,1169,3900,1090,561,1017,7016,998,4270,781,540,427,89,97,130,244
"2011","WD - Watford","WD - Watford","Total",184539,138625,126352,24476,78528,23348,6833,5440,45914,20207,8827,8630,4774,3476,1740,1354,908,2595,90793,73550,67122,4653,46104,16365,3880,2548,17243,8400,4380,550,2473,1440,1088,860,507,1357,93746,65075,59230,19823,32424,6983,2953,2892,28671,11807,4447,8080,2301,2036,652,494,401,1238
"2011","WF - Wakefield","WF - Wakefield","Total",374651,254721,227788,55807,143808,28173,18349,8584,119930,57188,14953,18036,20690,9063,6060,2931,3197,7138,186243,137540,122491,12145,89276,21070,11198,3851,48703,24553,7545,1734,11142,3729,3764,2056,1819,4113,188408,117181,105297,43662,54532,7103,7151,4733,71227,32635,7408,16302,9548,5334,2296,875,1378,3025
"2011","WN - Wigan","WN - Wigan","Total",228794,156221,138609,32092,90042,16475,11438,6174,72573,37382,8501,8388,14123,4179,3504,1840,1678,4684,114167,83411,73662,6336,54855,12471,7114,2635,30756,16313,4087,1087,7373,1896,2242,1264,993,2718,114627,72810,64947,25756,35187,4004,4324,3539,41817,21069,4414,7301,6750,2283,1262,576,685,1966
"2011","WR - Worcester","WR - Worcester","Total",210067,149788,135685,31238,80678,23769,7412,6691,60279,33679,9355,7432,6438,3375,2044,1767,854,2856,103933,79398,71876,5898,49608,16370,4579,2943,24535,14281,4640,659,3324,1631,1286,1168,538,1678,106134,70390,63809,25340,31070,7399,2833,3748,35744,19398,4715,6773,3114,1744,758,599,316,1178
"2011","WS - Walsall","WS - Walsall","Total",325719,220156,193056,47175,119690,26191,18625,8475,105563,50436,14563,16725,15823,8016,5702,3163,3510,8074,161681,119164,104018,9964,74043,20011,11426,3720,42517,21699,7057,1847,8355,3559,3620,2156,1975,4805,164038,100992,89038,37211,45647,6180,7199,4755,63046,28737,7506,14878,7468,4457,2082,1007,1535,3269
"2011","WV - Wolverhampton","WV - Wolverhampton","Total",288115,196051,167967,40227,106188,21552,18912,9172,92064,41702,15194,13753,13535,7880,5424,3194,3560,8292,144231,106026,89987,8700,64986,16301,11716,4323,38205,17886,7658,1588,7173,3900,3351,2138,2050,5039,143884,90025,77980,31527,41202,5251,7196,4849,53859,23816,7536,12165,6362,3980,2073,1056,1510,3253
"2011","YO - York","YO - York","Total",416389,288262,258779,63488,149395,45896,14093,15390,128127,71820,23775,13172,12948,6412,3996,3040,1521,5322,205028,151229,135971,12755,91945,31271,8555,6703,53799,30443,12161,1252,6856,3087,2483,2035,922,3080,211361,137033,122808,50733,57450,14625,5538,8687,74328,41377,11614,11920,6092,3325,1513,1005,599,2242
"2011","CF - Cardiff","CF - Cardiff","Total",743889,489119,426819,99549,275359,51911,34502,27798,254770,105002,52210,29656,50717,17185,11109,5563,5903,13862,367740,258386,224146,22148,163999,37999,21868,12372,109354,45202,26413,3544,26120,8075,7167,3874,3594,8341,376149,230733,202673,77401,111360,13912,12634,15426,145416,59800,25797,26112,24597,9110,3942,1689,2309,5521
"2011","LD - Llandrindod Wells","LD - Llandrindod Wells","Total",35937,25028,23127,5141,11177,6809,1160,741,10909,6640,1380,1026,1310,553,363,270,152,424,17844,13267,12310,1075,6459,4776,666,291,4577,2857,675,104,681,260,232,169,87,231,18093,11761,10817,4066,4718,2033,494,450,6332,3783,705,922,629,293,131,101,65,193
"2011","LL - Llandudno","LL - Llandudno","Total",389461,258528,230409,56172,134684,39553,16002,12117,130933,68744,21255,13745,20299,6890,4776,3122,2084,6551,193578,136874,121164,12311,80540,28313,10266,5444,56704,30013,10935,1725,10895,3136,3110,2178,1324,3991,195883,121654,109245,43861,54144,11240,5736,6673,74229,38731,10320,12020,9404,3754,1666,944,760,2560
"2011","NP - Newport","NP - Newport","Total",355312,235261,207944,49845,132394,25705,17824,9493,120051,58062,16158,14996,23103,7732,5935,2824,3097,7314,175710,124826,109724,10577,80734,18413,10994,4108,50884,25563,8064,1805,12027,3425,3819,1875,1856,4298,179602,110435,98220,39268,51660,7292,6830,5385,69167,32499,8094,13191,11076,4307,2116,949,1241,3016
"2011","SA - Swansea","SA - Swansea","Total",533803,340429,302818,75549,177991,49278,21042,16569,193374,92910,30872,20957,37714,10921,6632,3730,2972,7925,264438,180575,159933,16758,108478,34697,13468,7174,83863,40501,16778,2648,19033,4903,4320,2662,1833,4672,269365,159854,142885,58791,69513,14581,7574,9395,109511,52409,14094,18309,18681,6018,2312,1068,1139,3253
