"date","geography","geography code","Rural Urban","Sex: All persons; Economic Activity: All usual residents aged 16 to 74; measures: Value","Sex: All persons; Economic Activity: Economically active; measures: Value","Sex: All persons; Economic Activity: Economically active: In employment; measures: Value","Sex: All persons; Economic Activity: Economically active: Employee: Part-time; measures: Value","Sex: All persons; Economic Activity: Economically active: Employee: Full-time; measures: Value","Sex: All persons; Economic Activity: Economically active: Self-employed; measures: Value","Sex: All persons; Economic Activity: Economically active: Unemployed; measures: Value","Sex: All persons; Economic Activity: Economically active: Full-time student; measures: Value","Sex: All persons; Economic Activity: Economically Inactive; measures: Value","Sex: All persons; Economic Activity: Economically inactive: Retired; measures: Value","Sex: All persons; Economic Activity: Economically inactive: Student (including full-time students); measures: Value","Sex: All persons; Economic Activity: Economically inactive: Looking after home or family; measures: Value","Sex: All persons; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value","Sex: All persons; Economic Activity: Economically inactive: Other; measures: Value","Sex: All persons; Economic Activity: Unemployed: Age 16 to 24; measures: Value","Sex: All persons; Economic Activity: Unemployed: Age 50 to 74; measures: Value","Sex: All persons; Economic Activity: Unemployed: Never worked; measures: Value","Sex: All persons; Economic Activity: Long-term unemployed; measures: Value","Sex: Males; Economic Activity: All usual residents aged 16 to 74; measures: Value","Sex: Males; Economic Activity: Economically active; measures: Value","Sex: Males; Economic Activity: Economically active: In employment; measures: Value","Sex: Males; Economic Activity: Economically active: Employee: Part-time; measures: Value","Sex: Males; Economic Activity: Economically active: Employee: Full-time; measures: Value","Sex: Males; Economic Activity: Economically active: Self-employed; measures: Value","Sex: Males; Economic Activity: Economically active: Unemployed; measures: Value","Sex: Males; Economic Activity: Economically active: Full-time student; measures: Value","Sex: Males; Economic Activity: Economically Inactive; measures: Value","Sex: Males; Economic Activity: Economically inactive: Retired; measures: Value","Sex: Males; Economic Activity: Economically inactive: Student (including full-time students); measures: Value","Sex: Males; Economic Activity: Economically inactive: Looking after home or family; measures: Value","Sex: Males; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value","Sex: Males; Economic Activity: Economically inactive: Other; measures: Value","Sex: Males; Economic Activity: Unemployed: Age 16 to 24; measures: Value","Sex: Males; Economic Activity: Unemployed: Age 50 to 74; measures: Value","Sex: Males; Economic Activity: Unemployed: Never worked; measures: Value","Sex: Males; Economic Activity: Long-term unemployed; measures: Value","Sex: Females; Economic Activity: All usual residents aged 16 to 74; measures: Value","Sex: Females; Economic Activity: Economically active; measures: Value","Sex: Females; Economic Activity: Economically active: In employment; measures: Value","Sex: Females; Economic Activity: Economically active: Employee: Part-time; measures: Value","Sex: Females; Economic Activity: Economically active: Employee: Full-time; measures: Value","Sex: Females; Economic Activity: Economically active: Self-employed; measures: Value","Sex: Females; Economic Activity: Economically active: Unemployed; measures: Value","Sex: Females; Economic Activity: Economically active: Full-time student; measures: Value","Sex: Females; Economic Activity: Economically Inactive; measures: Value","Sex: Females; Economic Activity: Economically inactive: Retired; measures: Value","Sex: Females; Economic Activity: Economically inactive: Student (including full-time students); measures: Value","Sex: Females; Economic Activity: Economically inactive: Looking after home or family; measures: Value","Sex: Females; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value","Sex: Females; Economic Activity: Economically inactive: Other; measures: Value","Sex: Females; Economic Activity: Unemployed: Age 16 to 24; measures: Value","Sex: Females; Economic Activity: Unemployed: Age 50 to 74; measures: Value","Sex: Females; Economic Activity: Unemployed: Never worked; measures: Value","Sex: Females; Economic Activity: Long-term unemployed; measures: Value"
"2011","DN2","DN2","Total",17549,12070,10467,2718,6539,1210,1087,516,5479,2274,837,925,1027,416,349,184,174,429,8644,6418,5538,633,4045,860,661,219,2226,980,422,111,528,185,225,124,94,256,8905,5652,4929,2085,2494,350,426,297,3253,1294,415,814,499,231,124,60,80,173
"2011","DN20","DN20","Total",14041,9678,8835,2130,5551,1154,529,314,4363,2702,484,520,451,206,144,117,69,208,7025,5236,4810,341,3688,781,304,122,1789,1186,264,32,234,73,80,81,39,111,7016,4442,4025,1789,1863,373,225,192,2574,1516,220,488,217,133,64,36,30,97
"2011","DN21","DN21","Total",27390,18817,16773,4166,10275,2332,1444,600,8573,4503,921,1265,1406,478,472,254,239,587,13505,10030,8903,761,6525,1617,876,251,3475,1980,422,107,751,215,290,176,137,332,13885,8787,7870,3405,3750,715,568,349,5098,2523,499,1158,655,263,182,78,102,255
"2011","DN22","DN22","Total",26806,17893,16304,3976,9940,2388,1022,567,8913,4680,903,916,1181,1233,341,176,150,414,13910,9615,8758,929,6199,1630,611,246,4295,2053,481,77,696,988,212,125,84,227,12896,8278,7546,3047,3741,758,411,321,4618,2627,422,839,485,245,129,51,66,187
"2011","DN3","DN3","Total",22078,15614,14366,3567,9115,1684,781,467,6464,3851,728,740,851,294,251,163,95,262,10803,8176,7490,633,5634,1223,494,192,2627,1654,331,79,445,118,170,103,58,153,11275,7438,6876,2934,3481,461,287,275,3837,2197,397,661,406,176,81,60,37,109
"2011","DN31","DN31","Total",7096,4953,4025,1157,2565,303,753,175,2143,685,344,456,447,211,215,129,97,358,3558,2699,2162,247,1679,236,458,79,859,281,181,69,240,88,119,90,50,203,3538,2254,1863,910,886,67,295,96,1284,404,163,387,207,123,96,39,47,155
"2011","DN32","DN32","Total",21998,14925,12145,3507,7385,1253,2160,620,7073,2486,1076,1290,1462,759,704,320,324,963,11306,8250,6595,820,4834,941,1360,295,3056,1139,569,161,850,337,430,217,187,580,10692,6675,5550,2687,2551,312,800,325,4017,1347,507,1129,612,422,274,103,137,383
"2011","DN33","DN33","Total",13580,8888,7585,2159,4612,814,896,407,4692,2187,659,807,730,309,298,139,180,347,6548,4743,4008,398,3012,598,538,197,1805,889,331,82,395,108,194,93,113,174,7032,4145,3577,1761,1600,216,358,210,2887,1298,328,725,335,201,104,46,67,173
"2011","DN34","DN34","Total",13883,9786,8569,2380,5355,834,850,367,4097,2030,604,589,597,277,248,154,119,365,6825,5176,4540,431,3490,619,479,157,1649,837,304,53,330,125,143,95,62,190,7058,4610,4029,1949,1865,215,371,210,2448,1193,300,536,267,152,105,59,57,175
"2011","DN35","DN35","Total",25104,17193,15132,4361,8986,1785,1421,640,7911,4164,935,1134,1223,455,426,257,213,560,12346,9236,8143,837,5984,1322,829,264,3110,1749,460,108,611,182,253,179,119,297,12758,7957,6989,3524,3002,463,592,376,4801,2415,475,1026,612,273,173,78,94,263
"2011","DN36","DN36","Total",14141,9567,8801,2284,5115,1402,377,389,4574,3168,460,420,372,154,116,92,47,146,6960,5055,4665,346,3298,1021,243,147,1905,1412,239,25,178,51,84,61,35,82,7181,4512,4136,1938,1817,381,134,242,2669,1756,221,395,194,103,32,31,12,64
"2011","DN37","DN37","Total",16029,11093,10054,2671,6161,1222,611,428,4936,2970,595,605,536,230,191,134,69,255,7877,5890,5353,438,4041,874,337,200,1987,1287,291,36,266,107,115,85,40,122,8152,5203,4701,2233,2120,348,274,228,2949,1683,304,569,270,123,76,49,29,133
"2011","DN38","DN38","Total",2244,1612,1491,354,903,234,77,44,632,364,74,92,71,31,25,22,7,28,1107,860,798,43,597,158,50,12,247,160,35,5,34,13,19,15,6,12,1137,752,693,311,306,76,27,32,385,204,39,87,37,18,6,7,1,16
"2011","DN39","DN39","Total",2152,1525,1413,319,843,251,71,41,627,370,69,83,65,40,16,21,10,28,1067,816,759,43,543,173,42,15,251,160,34,12,32,13,8,14,5,14,1085,709,654,276,300,78,29,26,376,210,35,71,33,27,8,7,5,14
"2011","DN4","DN4","Total",38698,26584,23472,5774,14771,2927,2254,858,12114,5758,1593,1940,1953,870,708,349,381,852,19258,14381,12611,1326,9168,2117,1396,374,4877,2465,803,201,1020,388,433,242,214,509,19440,12203,10861,4448,5603,810,858,484,7237,3293,790,1739,933,482,275,107,167,343
"2011","DN40","DN40","Total",9012,6012,5237,1290,3440,507,561,214,3000,1492,343,525,451,189,166,103,96,227,4436,3295,2877,234,2310,333,324,94,1141,612,182,59,225,63,101,66,55,114,4576,2717,2360,1056,1130,174,237,120,1859,880,161,466,226,126,65,37,41,113
"2011","DN41","DN41","Total",4630,3367,3108,747,1973,388,133,126,1263,850,136,145,84,48,38,36,8,42,2274,1784,1667,115,1278,274,74,43,490,371,58,6,37,18,28,23,2,19,2356,1583,1441,632,695,114,59,83,773,479,78,139,47,30,10,13,6,23
"2011","DN5","DN5","Total",30033,20434,18215,4714,11108,2393,1528,691,9599,4728,1128,1257,1495,991,540,239,235,558,14981,10757,9519,886,6908,1725,949,289,4224,2056,552,142,799,675,345,159,146,308,15052,9677,8696,3828,4200,668,579,402,5375,2672,576,1115,696,316,195,80,89,250
"2011","DN6","DN6","Total",22310,14687,12856,3391,7874,1591,1329,502,7623,3457,844,1201,1600,521,415,204,207,533,10992,7902,6862,649,5063,1150,816,224,3090,1482,422,145,818,223,246,141,123,301,11318,6785,5994,2742,2811,441,513,278,4533,1975,422,1056,782,298,169,63,84,232
"2011","DN7","DN7","Total",18406,11267,9881,2753,5795,1333,1082,304,7139,2804,674,898,1070,1693,350,157,198,470,10092,6360,5546,785,3784,977,678,136,3732,1210,355,99,605,1463,222,93,126,285,8314,4907,4335,1968,2011,356,404,168,3407,1594,319,799,465,230,128,64,72,185
"2011","DN8","DN8","Total",12474,8042,7086,1760,4510,816,776,180,4432,1965,499,741,896,331,256,127,141,299,6091,4361,3831,279,2970,582,447,83,1730,818,238,80,459,135,147,77,77,141,6383,3681,3255,1481,1540,234,329,97,2702,1147,261,661,437,196,109,50,64,158
"2011","DN9","DN9","Total",14770,10286,9520,2160,5607,1753,434,332,4484,2693,616,579,412,184,146,108,58,149,7237,5472,5071,375,3475,1221,256,145,1765,1158,301,33,195,78,95,70,32,90,7533,4814,4449,1785,2132,532,178,187,2719,1535,315,546,217,106,51,38,26,59
"2011","DT1","DT1","Total",13488,9619,8874,2402,5335,1137,356,389,3869,2241,412,407,513,296,107,86,34,138,6668,5011,4633,550,3311,772,198,180,1657,945,213,42,275,182,58,55,24,65,6820,4608,4241,1852,2024,365,158,209,2212,1296,199,365,238,114,49,31,10,73
"2011","DT10","DT10","Total",8460,5745,5381,1187,2828,1366,214,150,2715,1770,255,314,258,118,60,56,22,63,4208,3112,2927,190,1833,904,110,75,1096,750,140,18,133,55,42,25,17,24,4252,2633,2454,997,995,462,104,75,1619,1020,115,296,125,63,18,31,5,39
"2011","DT11","DT11","Total",21865,15619,14626,3171,8826,2629,589,404,6246,3470,1053,849,580,294,165,136,55,189,11202,8655,8172,561,5830,1781,287,196,2547,1459,604,55,299,130,100,78,31,79,10663,6964,6454,2610,2996,848,302,208,3699,2011,449,794,281,164,65,58,24,110
"2011","DT2","DT2","Total",18076,12628,11920,2681,6249,2990,344,364,5448,3703,479,669,367,230,69,117,20,129,8823,6656,6289,485,3866,1938,197,170,2167,1605,245,47,172,98,42,65,10,72,9253,5972,5631,2196,2383,1052,147,194,3281,2098,234,622,195,132,27,52,10,57
"2011","DT3","DT3","Total",16737,11228,10330,2764,5827,1739,491,407,5509,3646,493,603,551,216,124,137,48,182,8159,5856,5369,579,3602,1188,304,183,2303,1589,257,63,275,119,88,83,30,98,8578,5372,4961,2185,2225,551,187,224,3206,2057,236,540,276,97,36,54,18,84
"2011","DT4","DT4","Total",27341,18628,16805,4637,9578,2590,1120,703,8713,4839,863,949,1532,530,355,242,101,404,13754,9936,8922,1109,5992,1821,684,330,3818,2153,452,125,819,269,213,165,64,253,13587,8692,7883,3528,3586,769,436,373,4895,2686,411,824,713,261,142,77,37,151
"2011","DT5","DT5","Total",9660,6338,5719,1709,3234,776,390,229,3322,1463,249,419,424,767,113,74,42,153,5282,3530,3172,525,2111,536,231,127,1752,663,134,50,222,683,70,45,33,79,4378,2808,2547,1184,1123,240,159,102,1570,800,115,369,202,84,43,29,9,74
"2011","DT6","DT6","Total",15280,10010,9317,2403,4234,2680,357,336,5270,3631,375,521,509,234,118,96,42,128,7399,5225,4851,472,2668,1711,219,155,2174,1549,195,47,282,101,78,53,26,78,7881,4785,4466,1931,1566,969,138,181,3096,2082,180,474,227,133,40,43,16,50
"2011","DT7","DT7","Total",3973,2427,2269,561,950,758,82,76,1546,1130,127,127,102,60,26,26,3,26,1906,1285,1208,132,617,459,47,30,621,473,64,6,51,27,14,14,3,14,2067,1142,1061,429,333,299,35,46,925,657,63,121,51,33,12,12,0,12
"2011","DT8","DT8","Total",4205,2719,2531,590,1177,764,101,87,1486,1005,103,178,149,51,25,34,8,47,2037,1446,1334,115,717,502,61,51,591,419,45,17,84,26,15,22,6,30,2168,1273,1197,475,460,262,40,36,895,586,58,161,65,25,10,12,2,17
"2011","DT9","DT9","Total",14442,9419,8750,2064,4658,2028,309,360,5023,3073,894,520,380,156,83,108,23,123,7052,4994,4661,373,2941,1347,166,167,2058,1276,471,40,193,78,53,64,10,56,7390,4425,4089,1691,1717,681,143,193,2965,1797,423,480,187,78,30,44,13,67
"2011","DY1","DY1","Total",22813,15541,13408,3264,8671,1473,1498,635,7272,2885,1123,1295,1392,577,423,252,300,667,11427,8500,7248,618,5466,1164,962,290,2927,1241,545,142,743,256,297,177,186,422,11386,7041,6160,2646,3205,309,536,345,4345,1644,578,1153,649,321,126,75,114,245
"2011","DY10","DY10","Total",26532,18641,16856,4001,10235,2620,1169,616,7891,4393,1023,937,1075,463,324,240,145,518,13226,9860,8870,789,6217,1864,713,277,3366,1957,549,88,562,210,207,173,98,277,13306,8781,7986,3212,4018,756,456,339,4525,2436,474,849,513,253,117,67,47,241
"2011","DY11","DY11","Total",22001,15089,13576,3404,8246,1926,1002,511,6912,3841,692,904,1019,456,333,182,177,414,10911,8052,7202,675,5156,1371,624,226,2859,1664,341,99,554,201,201,122,104,250,11090,7037,6374,2729,3090,555,378,285,4053,2177,351,805,465,255,132,60,73,164
"2011","DY12","DY12","Total",9343,6210,5698,1379,3128,1191,316,196,3133,2215,258,258,285,117,78,110,25,123,4664,3358,3085,297,1932,856,189,84,1306,957,125,30,138,56,47,77,16,77,4679,2852,2613,1082,1196,335,127,112,1827,1258,133,228,147,61,31,33,9,46
"2011","DY13","DY13","Total",16355,11049,10148,2428,6110,1610,590,311,5306,3345,502,599,633,227,167,152,78,248,8085,5907,5395,477,3736,1182,365,147,2178,1425,253,51,344,105,103,107,44,143,8270,5142,4753,1951,2374,428,225,164,3128,1920,249,548,289,122,64,45,34,105
"2011","DY14","DY14","Total",6296,4322,4025,900,2040,1085,164,133,1974,1251,230,226,184,83,44,45,17,66,3167,2359,2194,168,1286,740,109,56,808,531,109,27,102,39,33,34,11,43,3129,1963,1831,732,754,345,55,77,1166,720,121,199,82,44,11,11,6,23
"2011","DY2","DY2","Total",24227,15788,13303,3343,8411,1549,1852,633,8439,3096,1182,1758,1615,788,574,250,387,818,12115,8757,7334,727,5373,1234,1124,299,3358,1388,585,185,878,322,360,166,214,504,12112,7031,5969,2616,3038,315,728,334,5081,1708,597,1573,737,466,214,84,173,314
"2011","DY3","DY3","Total",24519,16544,14814,3848,9158,1808,1127,603,7975,4743,930,878,1025,399,317,240,156,514,12105,8775,7842,653,5788,1401,700,233,3330,2014,467,95,587,167,196,176,86,320,12414,7769,6972,3195,3370,407,427,370,4645,2729,463,783,438,232,121,64,70,194
"2011","DY4","DY4","Total",30815,20575,17383,3959,11924,1500,2437,755,10240,3964,1388,1966,1943,979,703,381,478,1099,15319,11197,9383,904,7330,1149,1496,318,4122,1734,689,239,1072,388,445,264,237,681,15496,9378,8000,3055,4594,351,941,437,6118,2230,699,1727,871,591,258,117,241,418
"2011","DY5","DY5","Total",30864,21629,19013,4848,12087,2078,1862,754,9235,4187,1269,1571,1490,718,580,274,319,860,15448,11727,10228,887,7683,1658,1151,348,3721,1844,642,174,758,303,367,184,183,508,15416,9902,8785,3961,4404,420,711,406,5514,2343,627,1397,732,415,213,90,136,352
"2011","DY6","DY6","Total",20152,13885,12680,3212,7837,1631,667,538,6267,4267,685,557,534,224,193,163,87,287,9983,7337,6711,515,4969,1227,417,209,2646,1842,358,57,285,104,126,116,59,168,10169,6548,5969,2697,2868,404,250,329,3621,2425,327,500,249,120,67,47,28,119
"2011","DY7","DY7","Total",6154,4165,3880,922,2059,899,160,125,1989,1337,260,167,155,70,40,46,10,65,3047,2176,2026,154,1258,614,98,52,871,599,139,18,97,18,23,33,6,38,3107,1989,1854,768,801,285,62,73,1118,738,121,149,58,52,17,13,4,27
"2011","DY8","DY8","Total",37053,26154,23721,5702,14706,3313,1536,897,10899,6358,1509,1210,1333,489,409,330,212,684,18424,13842,12508,996,9048,2464,951,383,4582,2709,814,119,728,212,252,229,121,420,18629,12312,11213,4706,5658,849,585,514,6317,3649,695,1091,605,277,157,101,91,264
"2011","DY9","DY9","Total",21178,14085,12507,2914,7269,2324,1074,504,7093,3640,1024,1147,808,474,269,232,173,483,10581,7758,6832,598,4539,1695,706,220,2823,1601,530,94,428,170,183,169,99,303,10597,6327,5675,2316,2730,629,368,284,4270,2039,494,1053,380,304,86,63,74,180
"2011","E1","E1","Total",54869,35414,27763,5481,18297,3985,3702,3949,19455,2669,7615,4039,2631,2501,1041,522,1014,1371,29057,21159,16856,3118,10855,2883,2214,2089,7898,1197,3788,426,1477,1010,589,369,427,955,25812,14255,10907,2363,7442,1102,1488,1860,11557,1472,3827,3613,1154,1491,452,153,587,416
"2011","E10","E10","Total",32129,22336,18323,3574,10782,3967,2112,1901,9793,2232,2789,2177,1228,1367,489,323,518,803,16310,12497,10157,1382,5896,2879,1211,1129,3813,991,1437,187,645,553,287,202,264,469,15819,9839,8166,2192,4886,1088,901,772,5980,1241,1352,1990,583,814,202,121,254,334
"2011","E11","E11","Total",41967,30763,26500,4259,16851,5390,2442,1821,11204,3200,3277,1987,1442,1298,533,403,521,918,21674,16926,14459,1425,9237,3797,1347,1120,4748,1372,1912,180,703,581,321,251,273,475,20293,13837,12041,2834,7614,1593,1095,701,6456,1828,1365,1807,739,717,212,152,248,443
"2011","E12","E12","Total",30621,19417,14490,3855,8133,2502,2127,2800,11204,2024,3534,2715,1304,1627,462,295,645,776,16456,12012,8863,2015,4943,1905,1164,1985,4444,921,2051,207,615,650,254,186,268,454,14165,7405,5627,1840,3190,597,963,815,6760,1103,1483,2508,689,977,208,109,377,322
"2011","E13","E13","Total",34581,22977,17486,4130,10211,3145,2573,2918,11604,2217,3625,2499,1591,1672,582,341,776,943,18110,13309,9983,1892,5778,2313,1392,1934,4801,948,2079,251,796,727,322,198,364,519,16471,9668,7503,2238,4433,832,1181,984,6803,1269,1546,2248,795,945,260,143,412,424
"2011","E14","E14","Total",63598,46083,39012,5702,28138,5172,4363,2708,17515,2673,5091,4661,2627,2463,1098,470,1172,1645,33241,26943,23001,2582,16714,3705,2447,1495,6298,1166,2419,425,1312,976,649,307,526,996,30357,19140,16011,3120,11424,1467,1916,1213,11217,1507,2672,4236,1315,1487,449,163,646,649
"2011","E15","E15","Total",40650,29344,23346,4028,14789,4529,2627,3371,11306,2127,4126,2029,1529,1495,648,375,676,901,21179,16473,13047,1632,8219,3196,1445,1981,4706,872,2205,212,762,655,375,225,328,497,19471,12871,10299,2396,6570,1333,1182,1390,6600,1255,1921,1817,767,840,273,150,348,404
"2011","E16","E16","Total",34456,24378,19852,3299,12885,3668,2398,2128,10078,1817,3572,1841,1454,1394,538,275,617,891,17349,13311,10923,1136,7157,2630,1283,1105,4038,732,1783,178,718,627,320,171,310,458,17107,11067,8929,2163,5728,1038,1115,1023,6040,1085,1789,1663,736,767,218,104,307,433
"2011","E17","E17","Total",75704,53541,45762,8542,27657,9563,4803,2976,22163,5055,6135,5033,2950,2990,1160,705,1127,1847,37987,29476,25023,3157,15138,6728,2748,1705,8511,2239,3245,413,1453,1161,668,463,558,1067,37717,24065,20739,5385,12519,2835,2055,1271,13652,2816,2890,4620,1497,1829,492,242,569,780
"2011","E18","E18","Total",14986,11570,10702,1502,7176,2024,525,343,3416,1420,732,612,335,317,114,90,77,195,7345,6067,5604,320,3854,1430,299,164,1278,596,374,35,156,117,63,59,39,104,7641,5503,5098,1182,3322,594,226,179,2138,824,358,577,179,200,51,31,38,91
"2011","E1W","E1W","Total",10434,8345,7636,710,5848,1078,433,276,2089,498,562,434,314,281,95,66,72,172,5789,4950,4560,309,3488,763,255,135,839,221,277,44,190,107,53,46,36,106,4645,3395,3076,401,2360,315,178,141,1250,277,285,390,124,174,42,20,36,66
"2011","E2","E2","Total",35908,25731,21497,3462,14193,3842,2439,1795,10177,1735,3013,2141,1825,1463,598,321,534,947,18322,14382,12007,1714,7744,2549,1442,933,3940,776,1375,224,958,607,342,224,265,588,17586,11349,9490,1748,6449,1293,997,862,6237,959,1638,1917,867,856,256,97,269,359
"2011","E3","E3","Total",39498,27292,22114,4147,14853,3114,2848,2330,12206,2082,3807,2865,1904,1548,736,369,760,1054,19865,15157,12227,1920,8179,2128,1639,1291,4708,904,1935,277,985,607,426,233,348,627,19633,12135,9887,2227,6674,986,1209,1039,7498,1178,1872,2588,919,941,310,136,412,427
"2011","E4","E4","Total",43461,30545,27160,5735,16262,5163,2131,1254,12916,5435,2705,2151,1501,1124,641,349,459,835,20907,15923,14167,1343,8893,3931,1175,581,4984,2316,1343,160,711,454,389,219,244,436,22554,14622,12993,4392,7369,1232,956,673,7932,3119,1362,1991,790,670,252,130,215,399
"2011","E5","E5","Total",35707,24461,20101,4405,11295,4401,2977,1383,11246,2363,2986,2101,2103,1693,618,437,675,1229,17420,12787,10418,1730,5909,2779,1739,630,4633,1068,1467,249,1111,738,347,282,377,717,18287,11674,9683,2675,5386,1622,1238,753,6613,1295,1519,1852,992,955,271,155,298,512
"2011","E6","E6","Total",56724,37264,28731,7187,16332,5212,3746,4787,19460,3260,6116,4725,2499,2860,899,500,1157,1342,29995,22405,17124,3502,9745,3877,2025,3256,7590,1391,3483,402,1176,1138,546,280,528,703,26729,14859,11607,3685,6587,1335,1721,1531,11870,1869,2633,4323,1323,1722,353,220,629,639
"2011","E7","E7","Total",40719,26688,20087,4813,11425,3849,2771,3830,14031,2377,4829,3181,1629,2015,679,365,860,996,22333,16421,12097,2349,6852,2896,1666,2658,5912,1093,2845,260,866,848,401,233,433,632,18386,10267,7990,2464,4573,953,1105,1172,8119,1284,1984,2921,763,1167,278,132,427,364
"2011","E8","E8","Total",31456,23416,19928,3128,12282,4518,2243,1245,8040,1763,2351,1200,1606,1120,420,365,429,951,15614,12364,10509,1243,6473,2793,1308,547,3250,763,1037,165,784,501,241,247,229,572,15842,11052,9419,1885,5809,1725,935,698,4790,1000,1314,1035,822,619,179,118,200,379
"2011","E9","E9","Total",27987,19336,15762,3091,9705,2966,2356,1218,8651,1735,2395,1532,1763,1226,477,372,564,972,13548,10061,8208,1202,5082,1924,1323,530,3487,748,1105,171,905,558,263,245,286,542,14439,9275,7554,1889,4623,1042,1033,688,5164,987,1290,1361,858,668,214,127,278,430
"2011","EC1A","EC1A","Total",862,668,607,24,482,101,27,34,194,20,137,12,4,21,6,5,6,6,490,408,380,13,294,73,14,14,82,13,58,0,2,9,2,3,2,3,372,260,227,11,188,28,13,20,112,7,79,12,2,12,4,2,4,3
"2011","EC1M","EC1M","Total",2258,1403,1231,57,924,250,37,135,855,45,727,33,16,34,6,5,4,13,1200,807,727,19,538,170,16,64,393,27,345,3,7,11,3,4,2,5,1058,596,504,38,386,80,21,71,462,18,382,30,9,23,3,1,2,8
"2011","EC1N","EC1N","Total",2080,1332,1143,205,703,235,125,64,748,153,299,112,124,60,18,33,22,56,1118,794,688,101,422,165,80,26,324,76,131,16,79,22,9,25,12,39,962,538,455,104,281,70,45,38,424,77,168,96,45,38,9,8,10,17
"2011","EC1R","EC1R","Total",4089,3000,2699,323,1807,569,182,119,1089,198,434,152,194,111,33,31,28,70,2188,1689,1543,120,1039,384,90,56,499,92,224,15,112,56,21,15,12,31,1901,1311,1156,203,768,185,92,63,590,106,210,137,82,55,12,16,16,39
"2011","EC1V","EC1V","Total",10492,6886,5754,744,4022,988,541,591,3606,584,1839,398,492,293,126,94,119,228,5377,3836,3276,279,2310,687,301,259,1541,247,859,38,269,128,75,63,61,119,5115,3050,2478,465,1712,301,240,332,2065,337,980,360,223,165,51,31,58,109
"2011","EC1Y","EC1Y","Total",2936,2080,1745,250,1125,370,194,141,856,208,302,116,145,85,76,34,45,72,1599,1228,1034,106,673,255,119,75,371,88,152,14,77,40,51,21,34,37,1337,852,711,144,452,115,75,66,485,120,150,102,68,45,25,13,11,35
"2011","EC2A","EC2A","Total",1145,994,925,40,652,233,37,32,151,11,103,8,9,20,4,1,1,6,700,629,598,21,415,162,21,10,71,8,43,1,8,11,2,1,1,4,445,365,327,19,237,71,16,22,80,3,60,7,1,9,2,0,0,2
"2011","EC2Y","EC2Y","Total",2721,2085,1976,147,1289,540,53,56,636,364,152,64,21,35,7,16,4,17,1490,1217,1154,53,755,346,32,31,273,157,78,7,12,19,7,11,4,11,1231,868,822,94,534,194,21,25,363,207,74,57,9,16,0,5,0,6
"2011","EC3R","EC3R","Total",219,197,187,8,157,22,7,3,22,4,9,2,0,7,0,1,0,2,146,134,128,0,111,17,5,1,12,3,2,0,0,7,0,1,0,2,73,63,59,8,46,5,2,2,10,1,7,2,0,0,0,0,0,0
"2011","EC4A","EC4A","Total",137,101,91,3,67,21,4,6,36,6,24,3,0,3,0,1,1,1,80,69,64,1,44,19,3,2,11,3,7,0,0,1,0,1,1,1,57,32,27,2,23,2,1,4,25,3,17,3,0,2,0,0,0,0
"2011","EC4V","EC4V","Total",537,465,441,14,350,77,12,12,72,15,35,12,3,7,3,2,1,3,312,288,276,3,221,52,6,6,24,8,11,1,2,2,2,1,0,2,225,177,165,11,129,25,6,6,48,7,24,11,1,5,1,1,1,1
"2011","EC4Y","EC4Y","Total",295,250,239,12,151,76,7,4,45,17,17,2,3,6,1,2,0,1,185,169,165,6,100,59,3,1,16,6,6,0,0,4,1,0,0,0,110,81,74,6,51,17,4,3,29,11,11,2,3,2,0,2,0,1
"2011","EN1","EN1","Total",32038,22606,19744,4250,12161,3333,1779,1083,9432,3306,2031,1854,1267,974,455,271,365,729,15312,11690,10207,1083,6659,2465,981,502,3622,1416,972,167,676,391,267,165,171,379,16726,10916,9537,3167,5502,868,798,581,5810,1890,1059,1687,591,583,188,106,194,350
"2011","EN10","EN10","Total",12326,8914,8109,1811,4813,1485,494,311,3412,1711,534,658,285,224,129,99,62,215,5994,4721,4331,314,2867,1150,260,130,1273,746,272,28,141,86,77,64,32,93,6332,4193,3778,1497,1946,335,234,181,2139,965,262,630,144,138,52,35,30,122
"2011","EN11","EN11","Total",15491,11520,10590,2272,6467,1851,541,389,3971,2130,564,666,392,219,137,104,70,210,7565,6114,5669,347,3873,1449,286,159,1451,847,297,37,191,79,84,62,36,102,7926,5406,4921,1925,2594,402,255,230,2520,1283,267,629,201,140,53,42,34,108
"2011","EN2","EN2","Total",21807,15874,14449,2747,8935,2767,885,540,5933,2689,1136,901,685,522,212,169,132,353,10601,8317,7554,581,4963,2010,526,237,2284,1082,544,65,357,236,137,113,77,188,11206,7557,6895,2166,3972,757,359,303,3649,1607,592,836,328,286,75,56,55,165
"2011","EN3","EN3","Total",39718,26099,21349,5357,12672,3320,2965,1785,13619,3444,3375,2978,1928,1894,750,409,745,1249,18593,13784,11428,1977,6895,2556,1543,813,4809,1413,1535,258,907,696,432,259,343,628,21125,12315,9921,3380,5777,764,1422,972,8810,2031,1840,2720,1021,1198,318,150,402,621
"2011","EN4","EN4","Total",18606,13183,11879,2322,6794,2763,778,526,5423,2179,1409,913,477,445,185,154,120,291,8985,6980,6306,499,3854,1953,436,238,2005,882,647,60,220,196,115,95,63,152,9621,6203,5573,1823,2940,810,342,288,3418,1297,762,853,257,249,70,59,57,139
